house_age;total_rooms;total_bedrooms;median_income;ocean_proximity;price
29;335;107;2.0062;NEAR BAY;125000
6;678;104;5.2375;NEAR BAY;246400
38;544;;3.25;<1H OCEAN;94800
39;277;89;2.3958;<1H OCEAN;175000
46;476;102;1.4511;INLAND;73100
16;1347;327;4;INLAND;87500
36;385;94;2.9706;NEAR BAY;147900
37;299;89;1.3125;<1H OCEAN;145800
52;116;107;1.0769;<1H OCEAN;112500
7;2045;358;4.0481;INLAND;152300
33;1849;384;1.7083;INLAND;143800
4;966;133;5.2066;<1H OCEAN;500001
52;573;102;6.2263;NEAR OCEAN;500001
36;768;93;5.3602;NEAR BAY;330000
43;524;93;2.6146;INLAND;81300
25;661;144;1.7566;INLAND;49000
46;778;90;15.0001;<1H OCEAN;500001
34;495;90;6.4391;<1H OCEAN;252300
25;639;98;6.6833;<1H OCEAN;275900
52;217;82;1.6607;NEAR OCEAN;137500
52;583;114;2.5625;INLAND;54200
42;465;93;3.1719;INLAND;158300
34;440;90;5.2327;<1H OCEAN;500001
30;473;;2.5417;INLAND;123200
38;549;105;3.5375;INLAND;153100
46;442;88;4.4474;<1H OCEAN;246900
52;493;89;2.108;INLAND;83800
41;440;106;2.6818;INLAND;225000
33;596;105;4.2813;INLAND;81300
10;423;110;1.3583;INLAND;85200
43;311;95;1.2902;INLAND;67500
32;761;101;11.1077;<1H OCEAN;500001
38;385;102;1.625;<1H OCEAN;129700
40;519;102;3.0972;<1H OCEAN;108500
10;614;141;0.9283;INLAND;116300
26;411;114;1.7019;<1H OCEAN;350000
24;2237;491;4.1364;INLAND;154500
30;516;90;3.6333;INLAND;202500
37;523;119;1.4726;<1H OCEAN;106300
38;412;93;2.6597;INLAND;86000
24;1258;216;4.6;INLAND;136800
52;377;97;1;INLAND;45000
20;531;126;2.625;INLAND;89600
52;281;103;1.9375;<1H OCEAN;38800
44;448;116;1.875;<1H OCEAN;98600
27;471;132;1.75;NEAR OCEAN;154200
23;407;108;3.775;<1H OCEAN;177400
10;516;107;4.2788;<1H OCEAN;125000
8;530;109;4.2031;INLAND;212500
8;569;97;4.3021;INLAND;94500
40;524;112;1.7188;INLAND;112500
35;462;90;5.3582;<1H OCEAN;281300
13;3297;662;3.075;INLAND;108300
34;576;117;2.0658;INLAND;92500
52;425;119;1.4125;INLAND;42500
44;533;90;10.8045;<1H OCEAN;500001
27;437;108;1.7206;INLAND;107500
27;489;98;5.144;<1H OCEAN;180800
15;652;149;2.1071;INLAND;93800
33;552;120;1.8158;INLAND;100000
28;922;107;8.4721;<1H OCEAN;342300
40;452;109;1.3417;INLAND;60800
42;495;116;2.8854;INLAND;55700
39;440;83;6.0582;INLAND;157700
8;416;121;2.1154;<1H OCEAN;117200
35;491;98;4.4286;NEAR OCEAN;238600
52;504;96;3.5;INLAND;73500
52;409;97;1.6971;NEAR BAY;138800
52;444;80;3.4191;INLAND;137500
37;441;125;1.6513;<1H OCEAN;90200
14;1847;439;3.6042;INLAND;137500
18;383;94;3.975;<1H OCEAN;162500
32;541;82;8.0379;INLAND;383300
41;375;108;1.9531;INLAND;45000
28;409;104;3.4643;INLAND;90900
44;364;102;2.483;NEAR OCEAN;214300
42;510;88;2.5;INLAND;73000
29;579;116;2.1458;INLAND;104200
40;513;100;4.875;<1H OCEAN;167600
52;438;103;3.0217;INLAND;200000
37;494;86;4.8194;INLAND;141100
28;590;129;1.8958;INLAND;85700
44;863;114;6.8879;NEAR OCEAN;500001
35;357;120;3.0139;<1H OCEAN;204200
19;755;93;15;<1H OCEAN;500001
10;503;118;2.1705;NEAR BAY;150000
17;407;97;3.1696;NEAR BAY;156300
52;502;100;1.5481;INLAND;200000
26;712;140;4.0119;INLAND;119400
38;490;101;3.125;<1H OCEAN;175900
42;380;106;0.9705;<1H OCEAN;90000
37;338;109;2.5313;<1H OCEAN;108300
29;1986;474;4.0278;INLAND;95800
44;308;87;2.1991;<1H OCEAN;191100
34;438;116;0.9379;INLAND;67500
35;404;96;2.4583;INLAND;75000
16;630;117;5.75;<1H OCEAN;325000
30;227;75;1.3527;INLAND;60000
39;522;116;2.4896;INLAND;238500
16;3045;543;3.15;INLAND;140600
35;632;148;2.3684;INLAND;62500
32;362;100;2.2679;<1H OCEAN;150000
32;332;103;3.3409;<1H OCEAN;256300
12;807;199;2.5391;INLAND;40000
40;535;105;2.5234;INLAND;62800
19;322;112;2.5833;NEAR OCEAN;500001
52;329;109;1.4722;<1H OCEAN;350000
13;2962;546;4.4063;INLAND;155800
7;479;84;5.1728;INLAND;107500
43;513;98;5.6428;<1H OCEAN;343100
37;378;92;2.1908;INLAND;94600
22;678;137;4.4;INLAND;142500
39;275;87;3.5972;<1H OCEAN;158000
27;574;103;3.9107;INLAND;186500
33;450;123;1.1964;INLAND;80400
38;645;124;5.4688;NEAR OCEAN;305000
12;460;101;5.2783;NEAR OCEAN;167400
36;690;109;3.7813;<1H OCEAN;209100
34;540;107;6.3403;<1H OCEAN;500001
7;681;125;2.7396;INLAND;125600
37;588;121;4.275;<1H OCEAN;186200
19;1746;306;4.8182;INLAND;146900
10;1572;232;5.8453;INLAND;193800
3;830;145;3.8281;INLAND;163500
13;651;102;3.6528;INLAND;200000
25;474;92;3.8062;INLAND;340900
42;538;107;2.1667;NEAR OCEAN;196400
15;619;160;1.9107;INLAND;79200
18;681;120;2.8906;INLAND;140600
18;1177;224;2.3558;INLAND;134700
15;326;123;1.4886;<1H OCEAN;175000
52;403;117;1.625;<1H OCEAN;187500
20;427;118;1.4167;<1H OCEAN;137500
35;561;104;4.9375;<1H OCEAN;183800
5;538;98;4.2391;INLAND;154600
4;617;105;3.9205;NEAR OCEAN;183000
32;352;132;2.5742;NEAR BAY;350000
39;617;95;5.2578;NEAR BAY;253000
52;477;119;2.5682;NEAR BAY;120000
19;541;104;3.3583;INLAND;102800
24;544;112;3.1071;INLAND;56100
49;601;95;8.0239;<1H OCEAN;500001
44;520;116;3.0132;<1H OCEAN;202500
37;627;95;6.887;<1H OCEAN;500001
19;552;129;3.2125;INLAND;185400
18;3824;559;5.5456;INLAND;360000
35;562;174;0.9338;INLAND;112500
25;456;116;3.1319;INLAND;112500
39;759;141;3.6964;INLAND;262500
52;582;131;2.4;INLAND;125000
25;421;;2.2679;INLAND;71300
27;669;131;2.4659;NEAR OCEAN;231300
21;494;127;2.6964;NEAR OCEAN;170800
35;517;108;4.0682;NEAR BAY;156900
15;3111;651;5.1314;INLAND;179200
42;413;107;4.3438;<1H OCEAN;189800
41;389;102;2.7031;<1H OCEAN;109200
33;346;103;1.8681;<1H OCEAN;112500
7;586;118;5.2077;<1H OCEAN;181300
29;551;166;1.1917;INLAND;50000
29;331;85;0.7069;INLAND;70300
44;376;;2.2917;INLAND;90800
32;614;95;3.9922;INLAND;247400
35;703;117;3.225;INLAND;177100
31;616;131;3.625;<1H OCEAN;265000
22;589;97;3.2639;INLAND;87500
18;754;161;2.2583;INLAND;78800
15;570;123;1.875;INLAND;181300
52;459;112;2.375;NEAR OCEAN;198400
24;856;185;3.1806;INLAND;107200
27;789;208;3.7667;INLAND;95000
28;441;106;2.9107;INLAND;152500
38;483;113;2.1859;<1H OCEAN;143800
23;608;143;2.9306;INLAND;70000
18;729;105;10.3893;<1H OCEAN;500001
52;500;;1.8696;NEAR OCEAN;91100
19;771;;6.6272;NEAR OCEAN;273600
10;479;125;2.7083;NEAR BAY;180400
20;570;112;2.2024;INLAND;156300
35;504;126;1.8438;NEAR BAY;90500
28;794;111;7.6923;NEAR BAY;329800
36;690;105;4.0313;NEAR BAY;195500
44;495;112;2.6667;INLAND;179200
23;580;117;4.2054;NEAR OCEAN;130600
13;520;115;1.8417;INLAND;84700
4;786;116;6.3215;INLAND;138200
36;831;122;6.3427;INLAND;304800
47;504;113;3.6607;<1H OCEAN;160600
10;1039;174;7.2371;INLAND;171900
26;450;132;4;NEAR OCEAN;137500
35;367;113;2.5;NEAR OCEAN;166700
19;686;107;3.9306;INLAND;93800
9;655;110;7.8528;NEAR OCEAN;337500
38;575;107;3.75;INLAND;187500
18;897;142;6.1288;<1H OCEAN;350000
43;804;117;8.2269;<1H OCEAN;500001
48;396;99;2.375;<1H OCEAN;107500
52;670;141;3.5568;INLAND;205000
9;2739;555;3.1842;INLAND;162500
19;897;180;2.9554;INLAND;89400
12;701;130;2.0577;INLAND;56700
9;521;111;5.1305;NEAR OCEAN;158900
26;617;112;3.8036;NEAR OCEAN;162000
52;899;96;14.2959;NEAR BAY;500001
40;690;129;2.3625;INLAND;62500
43;369;107;1.6;NEAR BAY;79400
19;683;139;2.5;INLAND;64100
37;350;115;3.0687;<1H OCEAN;200000
52;275;123;1.1667;<1H OCEAN;500001
27;771;108;8.4882;INLAND;276600
34;656;115;4.6875;NEAR BAY;200600
44;477;91;3.3906;<1H OCEAN;223800
27;210;98;2.5556;<1H OCEAN;175000
26;239;135;1.3333;NEAR OCEAN;187500
51;498;115;1.4063;INLAND;98800
36;665;114;3.7321;<1H OCEAN;223700
38;576;;2.3382;INLAND;59600
14;5919;1278;3.2431;INLAND;221400
42;410;117;1.0179;INLAND;125000
35;365;98;2.5588;NEAR OCEAN;78800
39;906;109;10.3942;NEAR BAY;500001
24;527;112;1.6172;INLAND;156300
1;2254;328;4.25;INLAND;189200
30;413;98;4;NEAR OCEAN;219200
30;735;137;2.5625;INLAND;156300
32;604;108;6.2037;<1H OCEAN;205400
42;777;102;11.2093;<1H OCEAN;500001
29;505;113;2.6397;<1H OCEAN;164400
32;660;145;3.75;<1H OCEAN;159000
29;1290;263;1.9265;INLAND;103300
24;421;101;0.6433;NEAR OCEAN;111300
39;311;181;0.7685;NEAR OCEAN;187500
14;679;108;6.4214;<1H OCEAN;340600
33;560;90;2.5417;INLAND;118800
40;506;119;3.1944;<1H OCEAN;143800
48;542;150;1.8485;<1H OCEAN;90600
9;456;130;0.8952;<1H OCEAN;81300
26;797;117;6.8758;<1H OCEAN;253800
18;508;104;3;INLAND;156300
32;784;112;6.918;NEAR OCEAN;500001
17;1181;271;5.5762;INLAND;150000
32;671;166;2.6477;INLAND;53300
52;302;112;2.5978;<1H OCEAN;258300
20;561;109;3.3021;INLAND;70800
18;697;150;2.5568;INLAND;77100
52;773;143;2.4083;NEAR BAY;98200
22;354;121;2.1458;INLAND;34400
44;3042;697;4.1838;INLAND;85600
27;777;185;1.6833;INLAND;40000
8;4195;725;3.4792;INLAND;180800
36;443;117;3.6875;<1H OCEAN;137500
38;725;190;1.625;INLAND;75000
28;895;127;5.4788;INLAND;339300
29;488;108;2.6563;INLAND;103100
8;614;118;6.3735;NEAR BAY;166300
24;745;116;3.6176;INLAND;158500
30;509;115;2.2679;INLAND;250000
20;728;120;6.1244;<1H OCEAN;375000
26;592;121;1.7596;INLAND;120800
52;427;92;3.25;<1H OCEAN;134700
14;770;116;3.6434;INLAND;155400
15;500;113;5.0631;<1H OCEAN;154000
25;2171;386;3.0375;INLAND;171900
47;932;167;8.4375;NEAR OCEAN;500001
44;711;140;2.1094;NEAR OCEAN;73800
16;568;124;2.1518;INLAND;107400
33;613;123;3.1875;INLAND;129200
29;994;226;2.3125;INLAND;67900
39;714;118;5.9856;<1H OCEAN;432100
44;477;135;2.0156;INLAND;112500
36;446;108;3.3942;<1H OCEAN;147200
17;720;174;1.6509;INLAND;85700
21;1034;117;10.7237;NEAR OCEAN;500001
36;501;123;1.3;<1H OCEAN;87000
45;767;130;6.2895;<1H OCEAN;340400
33;639;129;3.1607;<1H OCEAN;189000
37;542;105;5.5133;<1H OCEAN;227300
2;647;136;6.641;NEAR BAY;310000
39;768;162;5.3245;INLAND;250000
16;926;189;3.0114;INLAND;366700
17;353;112;1.5625;NEAR OCEAN;162500
41;535;123;2.4038;NEAR BAY;107500
42;498;120;3.7543;<1H OCEAN;126600
34;344;108;3.1786;INLAND;117800
48;284;104;1.2826;<1H OCEAN;145500
22;312;107;1.9423;<1H OCEAN;98400
38;694;112;6.0718;<1H OCEAN;156000
18;742;142;3.1563;INLAND;98400
13;984;127;7.5839;<1H OCEAN;426900
10;714;131;0.8926;INLAND;116100
11;1177;138;10.0472;<1H OCEAN;500001
43;500;110;3.3125;NEAR BAY;150000
52;955;100;15.0001;<1H OCEAN;500001
45;529;112;3.5833;<1H OCEAN;90600
43;464;;2.475;<1H OCEAN;142600
11;658;131;2.3977;INLAND;58000
42;525;111;2.6771;INLAND;67000
21;418;132;1.7206;INLAND;82100
50;475;172;1.3657;NEAR OCEAN;162500
18;921;126;6.0842;INLAND;261100
52;653;128;4.175;NEAR BAY;144000
36;542;119;4.9;NEAR BAY;354200
33;644;129;3.9659;NEAR OCEAN;111800
44;593;136;1.4779;INLAND;66000
52;497;132;2.2083;<1H OCEAN;146300
34;397;132;1.675;<1H OCEAN;166700
41;570;135;2.6458;<1H OCEAN;91300
44;773;120;5;INLAND;447100
40;474;124;2.3438;<1H OCEAN;137500
28;718;124;4.025;INLAND;102600
14;811;161;3.5938;INLAND;140300
16;590;130;4.8611;<1H OCEAN;186800
18;1080;122;9.08;<1H OCEAN;500001
17;729;134;4.2188;INLAND;131300
25;767;206;1.625;INLAND;79200
50;760;190;0.9011;NEAR BAY;86100
4;1029;126;13.4883;INLAND;500001
52;610;128;1.8967;INLAND;43800
37;589;119;3.3897;<1H OCEAN;222700
9;1955;398;3.9583;INLAND;126500
36;815;126;6.3191;<1H OCEAN;258300
46;645;131;1.7417;INLAND;110400
21;554;121;2.3516;INLAND;47500
16;744;141;4.4231;INLAND;87500
39;461;129;1.6;NEAR BAY;112500
42;541;154;2.3456;NEAR BAY;83500
41;685;141;5.2289;NEAR BAY;384600
52;775;134;5.0677;INLAND;233300
20;563;107;5.4482;NEAR BAY;190800
38;757;124;5.6558;NEAR BAY;263300
29;779;136;2.5;INLAND;59200
52;470;115;2.095;<1H OCEAN;109100
30;504;140;1.9531;<1H OCEAN;100000
41;555;130;2.2813;INLAND;125000
35;834;137;4.5179;<1H OCEAN;218800
23;602;135;3.5268;<1H OCEAN;146400
39;642;129;1.2083;<1H OCEAN;92600
12;1736;352;3.5294;INLAND;160700
17;851;118;5.0877;NEAR BAY;209300
3;945;115;11.5199;<1H OCEAN;500001
17;660;129;4.9097;<1H OCEAN;241000
10;3486;695;3.3542;INLAND;103800
36;613;124;3.0658;INLAND;65000
21;496;131;1.7614;INLAND;33200
35;620;122;3.7917;<1H OCEAN;183900
36;716;123;5.0254;<1H OCEAN;350000
30;2979;583;2.1987;INLAND;124000
42;530;123;1.0469;INLAND;67000
38;512;133;1.7386;INLAND;52000
36;499;115;2.1705;INLAND;60300
11;749;137;8.2364;NEAR OCEAN;371800
26;695;126;3.2788;INLAND;101600
45;621;129;1.7188;INLAND;109400
13;763;161;2.4583;INLAND;112500
20;707;126;3.0469;INLAND;85000
41;730;126;4.3214;<1H OCEAN;500001
41;550;129;1.875;<1H OCEAN;119900
30;701;131;3.2917;INLAND;144300
44;543;146;1.3646;INLAND;65400
26;788;127;5.0603;NEAR OCEAN;185700
22;569;132;2.1875;<1H OCEAN;187500
41;880;129;8.3252;NEAR BAY;452600
52;472;146;2.6429;NEAR BAY;71300
48;680;131;4.615;<1H OCEAN;371400
52;567;152;1.875;INLAND;212500
23;545;131;1.4861;<1H OCEAN;95100
27;698;116;5.9177;<1H OCEAN;267600
36;1025;150;10.3048;<1H OCEAN;500001
14;676;118;6.2096;NEAR OCEAN;178100
36;992;224;3.0089;INLAND;134400
17;769;205;1.7875;INLAND;55000
26;768;152;1.7719;NEAR BAY;82500
18;1183;363;3.1607;INLAND;57500
19;689;143;1.7333;INLAND;70000
34;703;127;4.3125;<1H OCEAN;210100
36;561;180;1.4375;<1H OCEAN;165000
13;833;130;5.2729;<1H OCEAN;322900
52;576;146;2.01;INLAND;94300
34;544;108;4.125;<1H OCEAN;164600
39;446;129;3.0357;<1H OCEAN;208300
39;512;132;1.2857;INLAND;60000
50;499;127;2.75;NEAR BAY;140600
23;952;200;1.5208;INLAND;89000
28;481;136;1.2396;<1H OCEAN;90300
35;689;128;3.9583;<1H OCEAN;206000
45;593;133;2.5938;<1H OCEAN;199300
36;681;122;5.2799;<1H OCEAN;332600
17;1631;335;2.7656;INLAND;130000
35;793;150;4.0156;INLAND;89300
18;700;169;2.9219;INLAND;152900
36;782;130;6.828;NEAR BAY;383900
39;568;127;1.8095;INLAND;78100
22;721;117;5.3098;INLAND;151900
18;2040;402;4.0313;INLAND;126000
30;521;126;4.1125;<1H OCEAN;216700
28;707;154;2.5781;INLAND;111600
20;1005;138;10.0968;NEAR OCEAN;500001
14;821;170;3.15;INLAND;87500
31;906;146;3.4167;INLAND;196900
23;505;124;1.3696;INLAND;275000
41;759;140;3.9;INLAND;85900
31;334;134;0.7684;NEAR OCEAN;153100
14;577;150;4.1875;<1H OCEAN;275000
33;778;143;5.738;<1H OCEAN;497600
34;495;120;1.9453;<1H OCEAN;149000
36;414;104;3.6719;<1H OCEAN;130400
36;726;;3.6389;<1H OCEAN;167600
40;756;122;5.0299;<1H OCEAN;329200
52;523;;2.2794;<1H OCEAN;337500
28;1057;249;3.0526;NEAR OCEAN;146900
23;526;152;2.0134;NEAR BAY;142500
14;923;136;10.2252;<1H OCEAN;462800
34;825;173;3.1858;INLAND;109500
26;613;149;1.3977;INLAND;73100
21;4773;1047;3.9375;INLAND;115000
16;865;123;5.7396;INLAND;308700
52;589;132;3.5156;NEAR BAY;200000
48;737;166;3.5893;<1H OCEAN;212500
31;394;117;1.8173;<1H OCEAN;154200
25;542;161;2.25;<1H OCEAN;333300
27;581;135;3.2917;<1H OCEAN;83100
42;718;140;6.4018;<1H OCEAN;500001
52;802;160;2.1591;INLAND;63500
15;825;130;4.0391;<1H OCEAN;169500
18;917;121;6.3517;<1H OCEAN;260100
27;849;137;5.0362;INLAND;181300
32;1516;289;1.8839;INLAND;71000
52;610;145;2.9018;NEAR BAY;119400
39;786;132;3.5156;NEAR BAY;218900
35;880;139;6.8686;NEAR BAY;406500
39;598;149;1.9125;INLAND;57900
11;2635;667;1.7214;INLAND;118300
46;453;119;2.2961;<1H OCEAN;112500
42;657;147;2.5;<1H OCEAN;110200
25;1075;138;6.8492;<1H OCEAN;332200
38;590;139;2.1731;<1H OCEAN;143800
35;757;151;3.7361;<1H OCEAN;179800
40;593;137;4.6932;<1H OCEAN;332800
52;205;119;1.9063;NEAR BAY;200000
20;1982;358;3.1429;NEAR OCEAN;240900
16;638;;1.9135;INLAND;87500
7;732;145;2.9107;INLAND;95300
13;4760;938;5.4618;INLAND;147800
48;510;180;1.8008;NEAR OCEAN;86500
37;663;127;3.7813;<1H OCEAN;247800
33;914;147;4.6875;<1H OCEAN;246200
48;828;182;2.5938;NEAR BAY;73500
20;835;161;2.483;NEAR BAY;137500
36;606;132;1.5809;NEAR BAY;70000
35;667;140;3.8047;NEAR BAY;94300
29;866;138;4.7188;NEAR BAY;197100
32;296;139;1.4444;NEAR OCEAN;182100
27;580;143;3.0909;<1H OCEAN;187500
44;724;133;3.9167;<1H OCEAN;265600
27;829;114;9.3125;<1H OCEAN;293500
19;822;134;4.15;INLAND;157500
9;634;152;3.8571;NEAR OCEAN;143800
27;836;132;3.875;INLAND;127400
8;787;126;4.6023;NEAR OCEAN;163400
33;797;125;6.7974;NEAR OCEAN;367600
33;828;123;5.5;INLAND;146200
18;1302;424;3.1964;INLAND;80000
36;666;132;3.4643;NEAR BAY;175000
35;657;118;3.8125;NEAR BAY;204200
19;583;113;1.6838;INLAND;95800
36;786;194;2.2321;INLAND;37500
34;399;141;1.625;<1H OCEAN;67500
42;993;130;10.8082;<1H OCEAN;500001
39;609;145;2.9167;<1H OCEAN;145800
15;826;138;4.8125;INLAND;173900
35;643;117;3.0417;INLAND;120700
16;735;139;4.6354;NEAR OCEAN;179200
38;773;147;2.825;INLAND;152500
19;735;158;4.5208;<1H OCEAN;188100
40;494;114;2.8015;NEAR BAY;114800
44;617;131;2.5568;NEAR BAY;111100
45;726;147;3.375;NEAR BAY;157500
14;863;151;4.2679;INLAND;151800
20;892;129;7.1837;INLAND;176300
4;923;166;4.5724;INLAND;84500
36;759;136;4.9886;<1H OCEAN;328900
48;568;145;2.4135;<1H OCEAN;135700
30;2857;661;2.6838;INLAND;164600
32;728;134;4.0769;<1H OCEAN;163900
43;633;166;1.1601;INLAND;121400
37;621;156;2.3333;INLAND;122800
37;821;150;3.0125;NEAR OCEAN;130400
43;821;149;4.25;<1H OCEAN;209100
20;922;155;6.3617;<1H OCEAN;331500
44;548;119;2.1111;NEAR BAY;79700
38;827;144;6.5095;NEAR BAY;294400
24;806;168;3.5;INLAND;113900
29;883;187;1.7273;INLAND;58200
36;369;147;0.8804;<1H OCEAN;450000
34;778;137;4.2955;NEAR BAY;121300
5;623;146;3.631;<1H OCEAN;225000
18;549;143;0.8691;INLAND;136500
16;774;122;5.7628;INLAND;221300
35;756;135;3.5234;NEAR OCEAN;183900
47;737;126;3.775;NEAR OCEAN;281300
46;672;149;5.3264;NEAR OCEAN;258100
36;765;134;4.575;<1H OCEAN;247600
21;607;155;1.9063;NEAR OCEAN;166700
17;785;155;2.3289;INLAND;58200
17;1147;140;6.8654;INLAND;290500
45;845;155;2.125;INLAND;62000
23;708;202;1.1602;INLAND;65000
22;1033;232;2.6447;INLAND;137500
37;3355;666;2.0625;INLAND;88900
52;591;173;4.0904;NEAR BAY;80600
47;463;134;2.15;NEAR BAY;97200
45;453;146;1.475;NEAR BAY;187500
26;1167;370;2.4196;NEAR BAY;275000
15;412;128;3.9792;<1H OCEAN;266700
33;1113;145;8.3474;<1H OCEAN;500001
39;563;138;2.75;<1H OCEAN;150000
36;769;142;4.7159;<1H OCEAN;182100
35;743;128;6.4891;<1H OCEAN;278100
14;2284;622;3.0921;INLAND;87500
35;793;128;5.25;<1H OCEAN;190200
34;559;139;3.0687;INLAND;88500
44;589;130;1.775;INLAND;63400
25;596;115;3.0221;<1H OCEAN;214300
16;947;163;3.851;<1H OCEAN;315000
49;792;136;5.2128;NEAR OCEAN;238600
11;673;145;2.3929;NEAR BAY;122500
52;391;128;1.6471;NEAR BAY;95000
27;720;150;2.5313;INLAND;61300
36;654;186;3.6953;<1H OCEAN;200000
39;493;168;2.3667;<1H OCEAN;17500
33;859;144;4.4821;INLAND;220100
42;683;127;3.4375;INLAND;151700
52;1202;142;15.0001;<1H OCEAN;500001
34;737;140;5.1788;<1H OCEAN;270000
14;810;151;3.1094;INLAND;136100
26;1930;391;2.6023;INLAND;139300
52;1145;133;8.338;INLAND;405800
41;465;130;2.0893;INLAND;112500
38;740;163;2.4107;INLAND;88000
34;567;143;1.7981;INLAND;73300
35;861;148;2.5234;INLAND;88200
36;786;125;3.9167;NEAR OCEAN;189700
45;818;144;4.8021;INLAND;133500
37;736;166;2.4167;INLAND;58300
19;961;218;3.3438;INLAND;156300
24;796;243;0.8964;INLAND;59200
45;629;143;1.7321;INLAND;84400
39;788;128;5.9546;INLAND;396700
41;428;111;3.1786;<1H OCEAN;132100
34;522;138;3.5481;<1H OCEAN;265000
36;599;125;5.0395;<1H OCEAN;225800
30;729;131;4.7667;<1H OCEAN;195200
48;732;149;2.5673;INLAND;68200
36;633;148;1.5729;NEAR OCEAN;82700
45;507;140;2.6159;NEAR OCEAN;272900
36;805;140;5.8221;NEAR BAY;289400
35;622;170;3.6969;<1H OCEAN;335000
34;943;135;5.1765;<1H OCEAN;344600
44;594;169;1.1552;NEAR OCEAN;250000
40;584;126;3.5938;NEAR OCEAN;243500
31;855;217;2.3611;NEAR OCEAN;112500
25;1005;159;4.4;INLAND;174100
30;918;154;3.9688;INLAND;175000
17;762;138;4.2917;INLAND;128800
30;610;145;1.6198;NEAR BAY;122700
37;736;148;2.2875;INLAND;79900
17;512;129;1.5625;INLAND;108300
35;782;144;5.4548;<1H OCEAN;201400
38;380;130;1.9286;<1H OCEAN;137500
42;705;173;0.9166;<1H OCEAN;99000
20;804;121;3.9632;<1H OCEAN;147100
10;680;143;4.0333;INLAND;161500
19;785;151;3.0625;INLAND;82500
8;1003;167;4.2917;INLAND;221900
43;515;146;1.6094;NEAR OCEAN;93000
36;725;121;4.125;NEAR OCEAN;327600
41;733;155;5.1654;NEAR BAY;233600
28;454;147;2.9853;<1H OCEAN;187500
26;633;129;2.1827;INLAND;72700
29;1016;174;2.2917;INLAND;112500
17;1320;159;11.7064;NEAR BAY;500001
22;565;162;1.2083;INLAND;53600
19;757;148;6.02;<1H OCEAN;304200
20;2474;625;5.01;INLAND;195500
5;906;144;4.3523;INLAND;188200
17;889;131;6.1426;INLAND;155000
23;762;140;2.4545;INLAND;105000
36;683;159;3.4265;INLAND;158900
24;705;114;3.1912;INLAND;149600
27;418;163;1.0714;INLAND;63800
40;812;154;2.7891;INLAND;73500
37;709;187;2.4511;INLAND;72500
22;852;176;3.4375;INLAND;83300
44;691;155;1.9667;<1H OCEAN;133900
28;880;168;4.5469;<1H OCEAN;175700
37;1080;135;11.6677;NEAR OCEAN;500001
43;612;135;5.1322;<1H OCEAN;314900
33;873;177;2.67;INLAND;187500
32;790;151;2.7;<1H OCEAN;165000
37;641;129;3.3456;<1H OCEAN;252600
52;728;161;3.4327;NEAR OCEAN;254500
17;838;161;3.6563;INLAND;163500
36;730;155;2.4306;INLAND;88900
21;713;142;3.5208;INLAND;121100
9;957;139;8.6675;<1H OCEAN;441000
41;937;158;4.0833;INLAND;81300
3;1170;148;8.0428;<1H OCEAN;500001
52;1028;129;4.9135;NEAR BAY;275000
27;968;191;2.0938;INLAND;94400
5;805;143;4.475;INLAND;96300
29;607;177;1.1875;INLAND;50700
15;764;145;3.375;INLAND;103100
39;699;150;4.4375;<1H OCEAN;195800
28;908;142;5.6159;<1H OCEAN;340500
28;636;169;3.6161;NEAR OCEAN;131300
32;527;146;1.7708;<1H OCEAN;138800
44;647;142;3.6875;<1H OCEAN;162500
35;661;142;2.8977;<1H OCEAN;142500
34;661;146;2.1734;<1H OCEAN;88200
30;833;164;6.8198;NEAR OCEAN;493800
36;1249;159;6.8469;INLAND;446400
16;2098;449;4.0333;INLAND;133900
52;408;143;1.815;NEAR OCEAN;116700
16;952;143;5.0864;<1H OCEAN;175300
48;592;122;5.966;NEAR BAY;315200
40;802;149;4.0446;<1H OCEAN;196300
46;679;159;3.5;NEAR OCEAN;221200
52;771;147;4.1458;NEAR BAY;143400
12;1437;268;4.225;INLAND;127600
42;598;147;2.625;<1H OCEAN;164300
46;441;167;1.8824;<1H OCEAN;162500
34;796;180;2.0769;<1H OCEAN;88300
35;825;155;4.6333;<1H OCEAN;161200
47;617;162;2.2969;<1H OCEAN;116700
37;742;151;3.055;<1H OCEAN;105400
34;682;132;4.6389;<1H OCEAN;173800
31;702;161;5.0497;<1H OCEAN;500001
28;827;178;4.4271;<1H OCEAN;175700
21;2484;460;3.9722;INLAND;127800
20;688;146;3.55;INLAND;111000
39;823;146;3.0833;INLAND;114100
43;557;165;1.7212;INLAND;59000
32;696;151;2.5156;INLAND;86300
52;777;148;4.0208;<1H OCEAN;262500
47;904;154;3.9766;<1H OCEAN;190600
27;727;136;3.7188;<1H OCEAN;250000
24;1098;193;3.8333;<1H OCEAN;92600
19;1303;155;10.5511;<1H OCEAN;483100
34;609;149;4.5766;<1H OCEAN;185800
52;1500;176;7.1576;<1H OCEAN;500001
46;1238;147;8.4546;INLAND;500001
31;525;136;2.6964;<1H OCEAN;125000
41;619;138;2.5083;<1H OCEAN;118100
36;602;150;3.1964;<1H OCEAN;115400
52;541;157;3.5865;<1H OCEAN;290000
52;889;162;3.125;INLAND;85600
20;856;124;10.8634;INLAND;381800
14;1111;142;7.6344;NEAR OCEAN;290500
36;747;189;1.7885;INLAND;62100
52;499;148;2.9934;NEAR OCEAN;256300
43;828;151;4.4375;<1H OCEAN;327600
